VideoID,Comments
NjBSy2Da4KE,"У меня несколько недель , ничего не болит просто так, но на холодное и жестковатое есть неприятные ошущения, иногда их нет, но чаще есть. Несильная терпимая боль, но все равно очень неприятно. Может врачь хотела, чтоб я похудел)) При жалобах говорит что пройдет. Но когда это случится?"
NjBSy2Da4KE,У меня конкретно болит. Не знаю что делать
NjBSy2Da4KE,"Здравствуйте. Мне три для назад  почистили глубокий кариес и заменили пломбу. Боль не утихает, ночью усиливается . При всем этом , без причины болит не только тот зуб, который лечили , но и противоположные здоровые зубы.  Такое явление нормально ?"
NjBSy2Da4KE,"Здравствуйте, подскажите пожалуйста, после установки пломбы зуб хорошо себя чувствовал две недели, могла и есть и пить всё и ничего не беспокоило, но спустя 2 недели после установки пломбы я пила кофе и зуб начал стрелять и пульсировать, после этого в этот же день я ела круассан и тоже зуб начал сильно реагировать и стрелять, что это может быть? Причем первую такую реакцию зуб дал неожиданно и на именно на кофе который был нормальной температуры. Пока не жую на той стороне где пломба. Подскажите пожалуйста почему такое может быть и что делать? Подождать какое то время или записаться на прием?"
NjBSy2Da4KE,У меня уже несколько месяцев болят 😢😢
NjBSy2Da4KE,"здравствуйте,ответьте пожалуйста,вчера была у стоматолога,поставили пломбу,до этого удалили нерв. Всю ночь не спала от болей,при давление на зуб он начинает ужасно болеть,реакции на холодное и горячее нету. Это нормально?"
NjBSy2Da4KE,"Здравствуйте! Я пошла к стоматологу 5 дней назад , мне ставили пломбу. Когда мне ставили на ватку обезболивающее, перед уколом обезболивающим.  Мне доктор сказала что если эту ватку долго держать может быть ожог десны.  Я очень боялась и передержала ватку.У меня опухла десна , мама позвонила доктору , и она сказала что там гной, и может стать ещё хуже .   <br>Мама не много надовила на десну , и увидела гной . Поставила ватку с раствором соли. Стоматолог сейчас в отпуске на неделю.  Скажите пожалуйста что делать, и какие последствия ?"
NjBSy2Da4KE,"У меня вот такая проблема, после пломбы у зуба появилась стреляющая боль, очень часто, когда к примеру начинаю глотать слюну и тем самым появляется не большое давление на зуб, то и происходит кратковременная стреляющая боль, уже как 2 недели прошло это продолжается. Есть какая то информация? Стоит ли идти опять к стоматологу?Очень не хотелось бы конечно."
NjBSy2Da4KE,"Смотрите,поставил пломбу еще несколько месяцев назад. Зуб когда кушаю что-то вообще не болит,но реагирует на хоолодное и иногда гарячее. Не мог понять в чем проблема,а сменив зубную пасту он практически не чуствует холодное и горячее. Иногда зубы бывают чуствительны в какой-то день. А следующий все отлично. Это может зависить от зубной пасты?? Зубысами по себе не болят,когда имено кушаешь все ок,но реагировал на холодное и горячее."
NjBSy2Da4KE,"Уже прошло чуть более месяца, чувствительность все еще не прошла."
NjBSy2Da4KE,"Здравствуйте мне поставили большую пломбу после вторичного кариеса, уже прошло 40 дней неприятные ощущения остаются: ощущения страные,  начинает ныть сам по себе без какого либо провацирания , раньше ныл каждый день и раз в два дня, то теперь раз в три дня , и ноет так что я могу не замечать особенно когда занят или слушаю музыку, ошущения терпимо, но просто иногда колит как будто иглой , вопрос может это перасти сразу в острую вплоть до потери сознания или мне не стоит беспокоится? , может это быть связано с разаитием третичного дентина? Визуально пломба в нижней части зуба занимает 25 % и поднимается пиком вплоть до десны , возможно ли что резко появится сильная боль и будет постояна, у меня никогда не было сильной боли и я не знаю что ожидать."
NjBSy2Da4KE,"Здравствуйте ответьте пожалуйста <br>Мне очистили кариес и поставили мышьяк, после 2 дня убрали мышьяк но нерв не смогли убрать так как канал был закрыт, потом поставили пломбу, что делать?"
NjBSy2Da4KE,"Доктор,скажите пожалуйста. Зуб не болел,проводили санацию,залезли в зуб,пролечили ,поставили пломбу.Зуб реагирует на холодное и горячее,доктор записал повторно только через три недели(частная клиника). Я терплю это время.Важный вопрос:должна ли я во второй раз оплачивать лечение зуба,удаление нерва и так далее. Если должна,то где тогда мои права,зуб вообще не боле,врач сказал,была внутри большая дырка.Если была,мог ли доктор изначально как нужно пролечить?  Очень буду благодарна за ответ."
NjBSy2Da4KE,"Замечательное объяснение, спасибо большое"
NjBSy2Da4KE,"Как замучилась с этим зубом зуб начил реагироватьна гооячее и сладкой, оказалось повторный карис под пломбой, канал вылеили всё сделали, но зуб всё же реагирвует на горячее но более слабее но не приятно и больно , а на сладкое перестал  реаг ровать, не знаю как это можно понять при живании не болит."
NjBSy2Da4KE,"У меня убили нерв и поставили пломбу, при укусе не болит, но начал болеть именно вечером, не понимаю что случилось"
NjBSy2Da4KE,"Мне поставили пломбы (2019) 4 года назад, у меня жутко болела зуб, (2021г)потом я сходила в больницу мне делали рентген и обнаружели что половина нерв не убрали и кость повреждено, мне лечили итд, уже как бы норм, но когда я пью горячую чай у меня ощущение что всё-таки осталось нерв 🥲 и у меня зуб уже начинает вонять ужас, что мне теперь делать????"
NjBSy2Da4KE,Здравствуйте у меня вопрос после плоба хуже ищо болеть и 3шт зубы дёргаться 1шт плоба поставит катори пастовить плоба мне болеть уже сутка
NjBSy2Da4KE,"Здравствуйте. Поменяли старую пломбу , стал болеть при накусывание, при поподание чуть твёрже пищи. Через месяц  этот врач опять в этом зубе поменял пломбу , нечего не изменилась. Что делать обращаться в другую стомотологию ? Этот стоматолог менял пломбы в других зубах нечего не болит всё нормально, а вот в одном два раза менял и бестолку ."
NjBSy2Da4KE,"Добрый день! Во время укола анестезии мне воткнули иглу прямо в тройничный  нерв. Чувствую боли, как после удаления зуба мудрости: болит вся щека, отдаёт в висок и ухо, все нижние зубы стали очень чувствительными, даже здоровые.<br>От боли помогает только Нимесулид.<br>Через сколько времени могут пройти эти боли? Требует ли это вмешательства? С момента повреждения прошло уже 6 дней, боли остались, но с острых и стреляющих превратились в тупые ноющие."
NjBSy2Da4KE,"Мне поставили пломбу неделю назад но болит зуб нереально, нерв осталось че делать то"
NjBSy2Da4KE,"У меня странная ситуация,не знаю как объяснить,мне ставили пломбу, когда накусываю 1-ый раз болит,а дальше нет😅,и так всегда, почему так?сначала мышьяк(таже самая боль),а теперь пломба,ставили пломбу 4 дня назад"
NjBSy2Da4KE,У меня тоже самое  поставил пломбу уже во второй раз  и болит при сладкого вкуса или питья воды
NjBSy2Da4KE,"Здравствуйте. Больно ли ставить пломбу на больной зуб, без укола? Обезболивающие называется вроде"
NjBSy2Da4KE,Добрый вечер у меня  после пломба шесть ой день Зуба болеть очень сильный бол и голова болеть
NjBSy2Da4KE,"Здраствуйте у меня зуб болит после пломбы, прошло уже 2 месяца до сих пор болить,что делать можно что то делать в домашних условиях"
NjBSy2Da4KE,Здравствуйте. После установления пломбы болит зуб именно когда я ем. Уже 4 дня
NjBSy2Da4KE,У меня болит зуб уже 24 часа это нормально?
NjBSy2Da4KE,"У меня даже нерва там нет, но болит ощущение вкрученного болта"
NjBSy2Da4KE,да правильно касяк дантиста надо исправлять зубной пастой
NjBSy2Da4KE,Через сколько можно курить после установки пломбы?
NjBSy2Da4KE,"Спасибо! Понятно, просто и доступно объяснили!"
NjBSy2Da4KE,"а,а,а,а,а,а,а,а,а,а, через каждое слово"
0cGR9PKajbQ,"✓ <a href=""https://drkonnikov.ru/"">https://drkonnikov.ru/</a> - Стоматология Олега Конникова. На базе концептуальной клиники, мы создали новую клинику базовой стоматологии, где цена и качество соответствует современным требованиям. Заходите и записывайтесь на консультацию."
0cGR9PKajbQ,"Доктор, вы много говорили, но не обьяснили, ни причины возникновения заболевания, ни способов лечения"
0cGR9PKajbQ,Мне стоматолог сказал что это не лечится
0cGR9PKajbQ,"Blya blya blya, весь ролик будет болтать. Как нормальный стоматолог или просто человек не может обратить внимание что у него корни скоро зубы будут вылазить наружу, Почему лечение в стоматологии равно построить самолёт? Бесполезный ролик"
0cGR9PKajbQ,Скажите настоящее ваше имя и фамилию!!!ЕВРЕЙ!!!😏
0cGR9PKajbQ,"У меня так было, я сделала професиональную чистку зубов в стоматологии.И на своё удивление, зубы стали на своё место.Оказывается, &lt; камни&gt; на зубах, такое делали с зубами.<br>А когда делала чисткк то спросила , почему такое происходит с зубами , а мне дали ответ: вам нужно к врачу.<br>А всё стало так как прежде через месяц после чистки, само по себе)"
0cGR9PKajbQ,"Лишь в России недоступна хорошая стоматология, наших людей за бугром  узнают по зубам. Считаю, что умышленно раздуто ценообразование в стоматологии."
0cGR9PKajbQ,Это не лечится.
0cGR9PKajbQ,Походу цены у вас нереальные?! Раз нет прайса на с ценами на услуги😊
0cGR9PKajbQ,"Стоматологи молчат про обычный способ востановления десен :  Обычная соль .  забудьте про зубную пасту . Она не лечит к слову вообще .  На зубах есть бактерии которые портят окр среду , мало того  заражение отбивает нрвные окончания (по этому часто такие зубы не болят ) . Уже задолблался у врачей спрашивать как это изменить (столько насоветовали апликации крема мази пока применять будешь не факт что ещё поможет ...плавали знаем не раз . . Чистка зубов пастой  не помогает вообще .   Камни на передних зубах и сниженные дёсны .  Когда появился зуд в зубах и попер запах гнили . Просто тупо вспомнил про чистку содой или солью и хотя бы полчаса не есть, плюс полоскания для рта .  За пять дней очистились и начали востанавливаться десны . Отвалились камни .  Продолжаю  чистить зубы солью , дурной запах изо рта пропал . <br>Раньше не было зубных паст чистили лишь пальцем с солью .  И дёсны были здоровее .  <br> С кремами для суставов таже песня , ценник весёлый , а на деле хрень .   Сырьё (сабельник ,амарант ) сушёный вскипятить на водяной бане в подсолнечном масле 45 минут настоять 7 дней процедить . получите живое масло для приёма во внутрь .  Добавьте на 150 грам готового масла 50 грам пчелиный воск . Прогреть масло до растворения воска подождать до полного остывания  получите готовую мазь . наружнего применения , которое работает, а не собирает бабло . ЧЁ ВЫ ЗАНИМАЕТЕСЬ САМО ЛЕЧЕНИЕМ ?? НАДО К ДОКТОРУ !!!! У меня денег нет лечиться ,а трава , старые знания ,прекрасно работают . Медицина поставлена на деньги не на здоровье ."
0cGR9PKajbQ,"Точно, всё как у меня. Не правильный прикус."
0cGR9PKajbQ,"Стоматологи - это отдельная каста. Откуда такие цены берутся не совместимые с жизнью😢??? А кроме зубов есть ещё органы, которые надо лечить…"
0cGR9PKajbQ,Зубочистки могут травмировать десну
0cGR9PKajbQ,Как говорил выдающийся стоматолог Остап Бендер:Я знаю тысячу честных способов отъёма у граждан денег!В данном случае--гигантских денег!Владимир.Алма-Ата.
0cGR9PKajbQ,И сколько же обойдется   такое лечение ???? <br> ..... при моей зарплате 23тыс. .............
0cGR9PKajbQ,"У меня есть,внизу! Хочу пиявки поставить на десну!"
0cGR9PKajbQ,И чего я так не люблю татуировки у людей..
0cGR9PKajbQ,"Мне 65 лет. Лечусь у отличного доктора хирурга-парадонтолога- имплантолога уже несколько лет по поводу парадонтоза. Получаю в качестве нехирургического лечения процедуру прибором Вектор пара про, и в дополнении-процедуру Плазмолифтинг. Друзья: результат меня очень радует. Доктор-настоящий профессионал. Если кому нужен будет контакт- пишите."
0cGR9PKajbQ,"А что вы скажете про плазмолифтинг, когда плазму крови колят в десны для ускорения заживления десен, в том числе после имплантации?"
0cGR9PKajbQ,"Добрый день подскажите а кальций пить можно при рецессии,  чтоб восстановить кость?"
0cGR9PKajbQ,Все ездят на иномарках с айфонами но без зубов😂
0cGR9PKajbQ,"Уважаемый Олег, я много лет ночью носила капу на нижних зубах. Сейчас у меня сильная рецессия на нижней челюсти. Могла ли капа быть причиной этой рецессии?"
0cGR9PKajbQ,"Врекеты, это ерунда. Мои 2 внучки мучились, 2 года ходили с брикетами, чтобы зубы выравнялись. Сдвинули им все зубы стяжками,. Теперь всю жизнь надо прозрачную плассмасовую шину носить, иначе все на смарку. Зубы вернуться на прежнее место. А десна уже повреждены. Здесь в Германии это просто бум ставить детям брекеты и выравнивать зубы, а потом бесконечные посещения стоматолога."
0cGR9PKajbQ,Лечилась в Минске у прекрасного доктора Оксаны Владимировны Мороз. По деньгам доступно. Спасибо доктору!!!
0cGR9PKajbQ,"Это не лечится, а если операция, то болезнено и дорого"
0cGR9PKajbQ,"Ой, я не игнорировала, столько денег на лечение отдала, вам и не снилось. Думаете какой-то толк есть? Типа лечение тормозит процесс? Фиг там. Лучше бы на эти деньги квартиру в Москве купила. Лечат, лечат, а потом говорят &quot;ну всё, организм не справляется, давайте удалять всё и протезирование делать&quot;. Ага, счазззз, разбежалась. Чтобы очередную сумму вам выложить. Вы потом в Дубаях отдыхаете, а я в секонде одеваюсь. Уф, накипело."
0cGR9PKajbQ,"мне помог очень с этим вопросом мой стоматолог и правильная зубная паста, one дневная и ночная... спасибо вам за обзор"
0cGR9PKajbQ,Как всегда слушаешь а конца  посетите врача. А этого мы без вас знаем. А что ещё надо делать кроме посещений врача?
0cGR9PKajbQ,"Нда.<br>Чрезвычайно длительный процесс.<br>Приехать в Москву и всё сделать, за время отпуска, не выйдет.😔<br>У вас, Я так понимаю, в Питере филиалов нет.<br>Могли бы посоветовать клиники в Питере, которым можно доверять?"
0cGR9PKajbQ,"А если у меня рецессия случилась в школьные годы после потери близкого человек? Опустились десны и 9 дней просто горели, болели и я даже не могла употреблять какую либо еду… помогал от боли только кипяток🥲 с 13 лет мучаюсь с клиновидными стачиваниями эмали у десен. Спасают только пломбы на эти места и регулярная домашняя гигиена с ирригатором, пучками, фтор лаком, гелем для укрепления эмали. У меня и удаляли нервы на 1 зубе 3 раза и сточили зуб в 0, осталась пломба пенек и на нее уже много лет ставят коронку, которая под себя загоняет много еды 😢. Сделала рентген, а там под ней киста 🤦🏻‍♀️ сейчас 7 зуб 🦷 испорчен на 80% из-за регулярного лечения( веером 🪭 вывернуты зубы задние и у десны не долечивали, там на Корни давят 8ки и их только вот сейчас предлагают удалить)… и там же сразу сказали удалять нервы и ставить коронку 🫣я просто знаю что это дно и последствия каждый день приходится расхлебывать😖…."
0cGR9PKajbQ,"И тебя вылечат, и тебя вылечат, и меня вылечат 😂"
0cGR9PKajbQ,"Я иногда массажирую десны солью.Чистишь один раз,споласкиваешь,второй раз не споласкиваешь.После этого сильная пульсация в дёснах Этот массаж спасает мои десны .Они перестали подниматься.Мне 58 лет"
0cGR9PKajbQ,А кто бы из стоматологов  предлагал такое лечение. От куда я могла знать о таком лечении.
0cGR9PKajbQ,"Моей маме 24 марта 2024 исполнится 95 лет.Ухаживала за зубами очень и очень плохо.Но у нее до сих пор свои 26 зубов.В молодости всегда в обед ела чеснок, возможно жто и спасло ее зубы."
0cGR9PKajbQ,"Повышенная чувствительность зубов- это не причина, а следствие!"
0cGR9PKajbQ,"Мне пародонтолог сказала, что пародонтоз у меня из-за проблем с ЖКТ. Это не лечится, с Вас 4000 руб. за сеанс. Ходите ко мне два раза в месяц. Я не стала ходить, через 10 лет все зубы расшатались, пришлось удалить четыре нижних передних без единой дырочки. Поставила имплантаты за 400000 рублей. Такой вот нехитрый выбор."
0cGR9PKajbQ,"Марсианские сказки! У нас кариес от зубного камня не отличают эти барыги - уроды!!! Берет дрель и фрезерует все чёрные пятнышки, да побольше, да пошире!! Затем закладывает бальзамирующий раствор!! Сверху раствор пломбы! И вуаля, 8 тыс за пломбочку за 20 мин! На осмотре стараются как можно больше повредить эмаль здоровых зубов, царапая и ковыряя инструментом!! У нас одному барыге &quot;стоматологу&quot; машины его и жены спалили конкуренты! Жаль, что не вместе с стоматологом и его женой! Машины то причём!? Ничего плохого не кому не сделали!"
0cGR9PKajbQ,Мне мой врач предложила шинирование.
0cGR9PKajbQ,"Зашла на сайт, но там нет прайса, хотелось бы иметь представление о ценах."
0cGR9PKajbQ,Как в домашних условиях вылечить кариесс профилактика
0cGR9PKajbQ,Все будущие зубные врачи должны оплачивать свою учебу сами и ценник сделать по 5 миллионов рублей за семестр!<br>Охренели врачи учатся в институтах на наши налоги потом с нас же деньги дерут!<br>Вся стоматология должна быть бесплатной и оплачиваться из бюджета государства!
0cGR9PKajbQ,рецессия началась именно после начала диабета
0cGR9PKajbQ,Благодарю
0cGR9PKajbQ,"Мало внимания десне уделяют врачи ... редко говорят что здесь есть уже проблема. Мой врач сказал , что это генетически и не лечится . Другой сказал , почему вы не делаете уколы в дёсны"
0cGR9PKajbQ,Сколько же денег надо? Не соберешь.
0cGR9PKajbQ,"Столько болтовни, а по делу х..йЙ  Поэтому и вам всего хорошего) В подтексте прослеживается: все иди ко мне, буду всех делать свои процедуры прям по списку..."
0cGR9PKajbQ,Мне навредили здоровым зубам. Не было ни пломб ничего 😢а теперь жесть. Раскрвыряли всё
0cGR9PKajbQ,"Ха! Ирригатор.... больно! Струя бьет по шейкам-  это треш!  <br>Короче, это патовая ситуация. <br>После всех хождений по мукам я поняла, что нет эффективного лечения рецессии десны.  Это возрастное и  неправильный прикус. <br>Если , конечно, во рту не помойка....<br><br> Делаю и гигиену и слежу за зубами, но оголение шеек на четверках и пятерках все равно имеет место. Гигиену приходится делать с анестезией, иначе невозможно. <br>Делала пересадку десны, на пару лет хватает. Потом опять оголяется.  Это очень травматично ,и потом- не напасешься столько ткани во рту, и так все нёбо в шрамах.... А где гарантия, что приживется? Никакой! <br>Брекеты? Не вариант. , несколько зубов уже депульпированные, а они плохо двигаются- ортодонт сам сказал. <br>Самый дешёвый вариант- это герметизация спец. пломбами без стачивания эмали оголенных шеек. На 3 месяца минимум, а может и на год  хватит. Другого варианта нет.... <br>Говорят, массаж десны помогает. Сам задолбишься делать. Есть какой- то спец. вакуумный массаж  в клиниках - улучшает кровоток в деснах и она разрастается. .."
0cGR9PKajbQ,"Могу рецессию и оперативным методом, но мне импонирует ваше понимание и способы лечения связанных с неправильным прикусом и зубами... Хочу поделиться своими знаниями, как и Вы со всеми. Вы забыли и напрочь игнорируете оказывается лямблии, хеликобактерии, глисты, нарушение флоры кишечника, мочеполовую инфекцию, физический труд - спортсмены. Проверено, поэтому делюсь, чисто из уважения к Вам Олег Конников. С уважением, Рабис Даутов."
0cGR9PKajbQ,"Олег Вы очень хороший узкий специалист, но не системный доктор. Если наши знания объединить и скомбинировать было бы нечто еще более значимое. Я лечу рецессию без операций."
0cGR9PKajbQ,И откуда такой хороший доктор ??? С какого города ?
0cGR9PKajbQ,"Один вопрос, сколько это все стоило..."
0cGR9PKajbQ,"Дочери поставили временную пломбу, сказали что нужно ставить постоянную как ей 18 стукнет. Выпала пломба через два месяца. Ей тогда 12 было. Заплатили тогда около 8 тысяч. Лучше бы в бесплатную сходили бы."
0cGR9PKajbQ,"Если зубы не шатаются, но оголяются, то можно это остановить? Потерян один, второй только шатается. Остальные на месте. Я не хочу имплант ставить."
0cGR9PKajbQ,приятный стиль коммуникации!
0cGR9PKajbQ,Надеюсь я помру раньше чем без зубов останусь.😢
0cGR9PKajbQ,Какой кошмар 😮
0cGR9PKajbQ,"Исходя из рассказа, как сложно и долго всё это вылечить, я понимаю, что это охренеть как дорого. Учитывая, что в основном, население живёт на минималках - приходит мысль, что дешевле копить на импланты и металло-керамику."
0cGR9PKajbQ,"Мне стоматолог говорил, что это из-за неправильного питания - мол много кислого ем и просто надо на корень пломбу накинуть. К счастью попала к другому стоматологу, которая сказало тоже, что и в видео. Исправили прикус, наблюдаем."
0cGR9PKajbQ,"А мне никто про рецессию не говорил,хотя долго ходила с брекетами к стоматологу,а только сказали у вас картсе пришеечный,надо пломбировать. Теперь резцы все с пломбами в прикорневой зоне((( что потом будет с этими зубами?"
0cGR9PKajbQ,"Ахренеть 😂😂😂<br>Врач юудет подбирать индивидуально для вас щетку , аечело , особенно если учесть что они асе стандартные 😂😂<br>Нг лохам всегда приятно когда врач говорит много слов , составлякт индивидуальный план , некоторые процедуры - все за деньги естественно , это при том что при всех заьратах еще даже  к лечению  не приступили 😂😂😂<br>Зато все эксклюзивно и випиндивидуально"
0cGR9PKajbQ,0.3 -0.5 мм? В Меде математики не было?
0cGR9PKajbQ,Не прячьте ваши денежки…😊
0cGR9PKajbQ,А как Вы относитесь к ультразвуковой зубной щетке?
0cGR9PKajbQ,С какого возраста ребенку можно выправлять прикус?
0cGR9PKajbQ,"Доктор у меня к вам вопрос я кидаю насвай больше 20 лет, мне 39 лет такую операцию можете мне сделать, у меня скорее всего тяжелая степень"
0cGR9PKajbQ,"Про профилактику рецессии не сказали. Что делать, чтоб не оголялись зубы?"
0cGR9PKajbQ,"Скажите, пожалуйста, а если на резцах возникает рецессия, вокруг жевательных зубов идет разрастание десны и кистозный процесс. В чем может быть причина таких противоположных явлений?"
0cGR9PKajbQ,"Добрый вечер, рецессия двух передних/ нижних зубов....у меня так было, десна опустилась, пришлось вставлять импланты в итоге...расскажите пожалуйста, на моем примере-пирсинг губы по середине и пирсинг языка, на протяжении (губы 5 лет, языка 15 лет), влияет на рецессию десны? молодым может быть интересно... Спасибо"
0cGR9PKajbQ,"Парандатит и парадонтоз возникает в следствии грибковых которые пожирают Десны это основное, не благодарите проверяйте"
0cGR9PKajbQ,"У меня рецессия десны началась в детском саду, в начальных классах в школе уже болталась отваливалась десна. Я молча страдала, а родителям было не до меня. В 18 расшатался и выпал первый зуб и посыпалось, к 25 годам половины зубов уже не было. Каждые 3 месяца уколы линкомицина в десны и всё тщетно. С 30 лет съёмные протезы, которые каждые 5 лет меняю. Сейчас 55 лет, нет ни одного зуба, а дёсны до сих пор периодически опухают и воспаляются😮"
